player_id,full_name,birth_date,nationality,position
66692,Hugo Bueno,18 September 2002,Spain,D
49267,Finley Burns,17 June 2003,England,D
13225,Sergi Canós,2 February 1997,Spain,M
107832,Álvaro Carreras,23 March 2003,Spain,D
51616,Kallum Cesay,4 September 2002,Sierra Leone,D
30534,Dan Chesters,4 April 2002,England,M
122388,Chiquinho,5 February 2000,Portugal,F
24659,Nathan Collins,30 April 2001,Ireland,D
69507,Kamil Conteh,26 December 2002,Sierra Leone,M
16758,Maxwel Cornet,27 September 1996,Cote D’Ivoire,F
112628,Dara Costelloe,11 December 2002,Ireland,F
98258,Matthew Cox,2 May 2003,England,G
51619,Matthew Craig,16 April 2003,Scotland,M
2522,Cristiano Ronaldo,5 February 1985,Portugal,F
27277,Marc Cucurella,22 July 1998,Spain,D
114257,Tiago Çukur,30 November 2002,Turkey,F
24994,Patson Daka,9 October 1998,Zambia,F
12005,Henrik Dalsgaard,27 July 1989,Denmark,D
2817,Luke Daniels,5 January 1988,England,G
53177,Lucas De Bolle,22 October 2002,Scotland,M
20701,Emmanuel Dennis,15 November 1997,Nigeria,F
49461,Halil Dervisoglu,8 December 1999,Turkey,F
66669,Luis Díaz,13 January 1997,Colombia,F
112917,Tyler Dibling,17 February 2006,England,M
33345,Thomas Dickson-Peters,16 September 2002,Scotland,F
126837,Diego Rosa,12 October 2002,Brazil,M
51511,Lewis Dobbin,3 January 2003,England,F
66524,Owen Dodgson,19 March 2003,England,D
16788,Odsonne Édouard,16 January 1998,France,F
66658,Samuel Edozie,28 January 2003,England,M
51690,CJ Egan-Riley,2 January 2003,England,D
51224,Pierre Ekwah,15 January 2002,France,M
63654,Emerson Royal,14 January 1999,Brazil,D
43087,Peter Etebo,9 November 1995,Nigeria,M
51530,Oliver Ewing,3 January 2003,Wales,M
71590,Evan Ferguson,19 October 2004,Ireland,F
23585,Álvaro Fernández,13 April 1998,Spain,G
33046,Junior Firpo,22 August 1996,Dominican Republic,D
13145,Ashley Fletcher,2 October 1995,England,F
69415,Marcelo Flores,1 October 2003,Mexico,M
114256,Shaq Forde,5 May 2004,England,F
15170,Marcus Forss,18 June 1999,Finland,F
10883,Tariqe Fosu,5 November 1995,Ghana,F
107830,Melkamu Frauendorf,12 January 2004,Germany,M
66367,James Furlong,7 June 2002,Ireland,D
68987,Alejandro Garnacho,1 July 2004,Argentina,F
25094,Saman Ghoddos,6 September 1993,Iran,F
19591,Dimitris Giannoulis,17 October 1995,Greece,D
69765,Liam Gibbs,16 December 2002,England,M
19968,Lewis Gibson,19 July 2000,England,D
55700,Bryan Gil,11 February 2001,Spain,F
25534,Alex Gilbert,28 December 2001,Ireland,F
19626,Pierluigi Gollini,18 March 1995,Italy,G
13702,Charlie Goode,3 August 1995,England,D
51474,Lewis Gordon,12 February 2001,Scotland,D
124176,Jack Grieves,5 December 2004,England,F
64148,Patrik Gunnarsson,15 November 2000,Iceland,G
108922,Lewis Hall,8 September 2004,England,D
63841,Micah Hamilton,13 November 2003,England,F
66722,Björn Hardley,19 December 2002,Netherlands,D
19877,Harry Clarke,2 March 2001,England,D
51581,Max Haygarth,21 January 2002,England,M
51579,Mark Helm,21 October 2001,England,M
10947,Rico Henry,8 July 1997,England,D
98301,Jack Henry-Francis,23 September 2003,Ireland,M
21748,Yangel Herrera,7 January 1998,Venezuela,M
112246,Leo Hjelde,26 August 2003,Norway,D
107835,Joe Hugill,19 October 2003,England,F
98300,Omari Hutchinson,30 October 2003,England,F
20337,Hwang Hee-Chan,26 January 1996,South Korea,F
24227,Einar Iversen,6 June 2001,Norway,M
23194,Vitaly Janelt,10 May 1998,Germany,M
12847,Pontus Jansson,13 February 1991,Sweden,D
51085,Julian Jeanvier,31 March 1992,Guinea,D
49726,Mathias Jensen,1 January 1996,Denmark,M
122872,Jeong Sang-Bin,1 April 2002,South Korea,F
15212,Ben Johnson,24 January 2000,England,D
15715,José Sá,17 January 1993,Portugal,G
114485,Josh Feeney,6 May 2005,England,D
110234,Issa Kaboré,12 May 2001,Burkina Faso,D
21714,Samuel Kalu,26 August 1997,Nigeria,F
66590,Abu Kamara,21 July 2003,England,F
122118,Hayao Kawabe,8 September 1995,Japan,M
32298,Edo Kayembe,3 June 1998,DR Congo,M
120096,Kayky,11 June 2003,Brazil,F
98279,Nohan Kenneh,10 January 2003,Liberia,M
49478,Alex Kirk,27 October 2002,England,D
23152,Kristoffer Klaesson,27 November 2000,Norway,G
23593,Ibrahima Konaté,25 May 1999,France,D
122119,Kacper Kozlowski,16 October 2003,Poland,M
67196,Alex Král,19 May 1998,Czech Republic,M
22866,Juraj Kucka,26 February 1987,Slovakia,M
49316,Dejan Kulusevski,25 April 2000,Sweden,M
99282,Roméo Lavia,6 January 2004,Belgium,M
25071,Pierre Lees-Melou,25 May 1993,France,M
68580,Dexter Lembikisa,4 November 2003,Jamaica,D
51777,Marc Leonard,19 December 2001,Scotland,M
54144,Imrân Louza,1 May 1999,Morocco,M
49961,Lyanco,1 February 1997,Brazil,D
72455,Isaac Mabaya,22 September 2004,Zimbabwe,D
43859,Mackenzie Hunt,14 November 2001,United Arab Emirates,D
32925,Marcelo Pitaluga,20 December 2002,Brazil,G
32388,Emiliano Marcondes,9 March 1995,Denmark,M
51692,Filip Marschall,24 April 2003,England,G
10827,Remi Matthews,10 February 1994,England,G
66360,Bryan Mbeumo,7 August 1999,Cameroon,M
69546,Xavier Mbuyamba,31 December 2001,Netherlands,D
66707,Reece McAlear,12 February 2002,Scotland,M
49270,James McAtee,18 October 2002,England,M
51553,Kasey McAteer,22 November 2001,Ireland,M
23853,Jon McCracken,24 May 2000,Scotland,G
78239,Joseph McGlynn,27 September 2002,Scotland,F
69288,Stuart McKinstry,18 September 2002,Scotland,M
117732,Kaoru Mitoma,20 May 1997,Japan,F
115025,Jacob Montes,20 October 1998,Nicaragua,M
92722,Kris Moore,13 November 2003,England,D
92706,Andrew Moran,15 October 2003,Ireland,M
25269,James Morris,23 November 2001,England,D
51574,Tyler Morton,31 October 2002,England,M
115114,Yerson Mosquera,2 May 2001,Colombia,D
23824,Louie Moulden,6 January 2002,England,G
23903,Bali Mumba,8 October 2001,England,D
51610,Romaine Mundle,24 April 2003,England,M
25467,Enock Mwepu,1 January 1998,Zambia,M
24983,Vitalii Mykolenko,29 May 1999,Ukraine,D
4931,Saúl Ñíguez,21 November 1994,Spain,M
5570,Nicolas Nkoulou,27 March 1990,Cameroon,D
66094,Nuno Tavares,26 January 2000,Portugal,D
42331,Christian Nørgaard,10 March 1994,Denmark,M
90664,Kane O'Connor,17 January 2001,Scotland,D
107844,Tommi O'Reilly,15 December 2003,England,M
66522,Chituru Odunze,14 October 2002,United States,G
33342,Odeluga Offiah,26 October 2002,England,D
49264,Mazeed Ogungbo,20 October 2002,Ireland,D
24823,Armstrong Oko-Flex,2 March 2002,Ireland,F
76024,Maduka Okoye,28 August 1999,Nigeria,G
53741,Jaakko Oksanen,7 November 2000,Finland,M
66225,Kazeem Olaigbe,2 January 2003,Belgium,F
32989,Michael Olise,12 December 2001,France,M
23941,Josh Oluwayemi,13 March 2001,Nigeria,G
53085,Andrew Omobamidele,23 June 2002,Ireland,D
14455,Tobi Omole,17 December 1999,England,D
26689,Tyrese Omotoye,23 September 2002,Belgium,F
108612,Frank Onyeka,1 January 1998,Nigeria,M
92734,Salah-Eddine Oulad M'hand,20 August 2003,Netherlands,M
108924,Maksim Paskotsi,19 January 2003,Estonia,D
49490,Charlie Patino,17 October 2003,England,M
74585,Nathan Patterson,16 October 2001,Scotland,D
5181,Stipe Perica,7 July 1995,Croatia,F
69617,Sonny Perkins,10 February 2004,England,F
21495,Romain Perraud,22 September 1997,France,D
22043,Ethan Pinnock,29 May 1993,Jamaica,D
32700,Przemyslaw Placheta,23 March 1998,Poland,M
49476,Luke Plange,4 November 2002,England,F
24645,Maurizio Pochettino,30 March 2001,Spain,F
53313,Mattie Pollock,28 September 2001,England,D
66560,Freddie Potts,12 September 2003,England,M
23653,Aaron Pressley,7 November 2001,Scotland,F
51557,Jarell Quansah,29 January 2003,England,D
36972,Xavi Quintillá,23 August 1996,Spain,D
21760,Luka Racic,8 May 1999,Denmark,D
24128,Milot Rashica,28 June 1996,Kosovo,M
7975,David Raya,15 September 1995,Spain,G
76427,Omar Rekik,20 December 2001,Tunisia,D
21297,Mads Roerslev,24 June 1999,Denmark,D
23968,Morgan Rogers,26 July 2002,England,F
65782,Jonathan Rowe,30 April 2003,England,F
31861,Albert Sambi Lokonga,22 October 1999,Belgium,M
47181,Samir,5 December 1994,Brazil,D
51209,Josh Sargent,20 February 2000,United States,F
68857,Jeremy Sarmiento,16 June 2002,Ecuador,M
69417,Charlie Savage,2 May 2003,Wales,M
67189,Kjell Scherpen,23 January 2000,Netherlands,G
70241,Teddy Sharman-Lowe,30 March 2003,England,G
75201,Shea Charles,5 November 2003,Northern Ireland,M
23914,Nathan Shepperd,10 September 2000,Wales,G
72119,Francisco Sierralta,6 May 1997,Chile,D
108851,Abdallah Sima,17 June 2001,Senegal,F
49502,Xavier Simons,20 February 2003,England,M
52017,Danel Sinani,5 April 1997,Luxembourg,M
52202,Viljami Sinisalo,11 October 2001,Finland,G
53075,Cieran Slicker,15 September 2002,Scotland,G
23901,Tom Smith,30 January 2002,England,G
68634,Jude Soonsup-Bell,10 January 2004,England,F
76262,Sebastian Soto,28 July 2000,United States,F
50247,Boubakary Soumaré,27 February 1999,France,M
110255,Kamal Sowah,9 January 2000,Ghana,M
35741,Tony Springett,22 September 2002,Ireland,F
49477,Fin Stevens,10 April 2003,Wales,D
32288,Toby Stevenson,22 November 1999,England,D
109735,James Storer,4 October 2004,Ireland,G
49152,Rob Street,26 September 2001,England,F
19874,Zak Swanson,28 September 2000,England,D
51638,Kamarai Swyer,4 December 2002,England,M
76261,Jacob Sørensen,3 March 1998,Denmark,M
115169,Takehiro Tomiyasu,5 November 1998,Japan,D
66588,Jonathan Tomkinson,11 April 2002,United States,D
9246,Ivan Toney,16 March 1996,England,F
92635,Toti Gomes,16 January 1999,Portugal,D
67454,Trincão,29 December 1999,Portugal,F
21612,William Troost-Ekong,1 September 1993,Nigeria,D
54831,Auston Trusty,12 August 1998,United States,D
51484,Antef Tsoungui,30 December 2002,Belgium,D
15791,Ozan Tufan,23 March 1995,Turkey,M
49173,Ed Turns,18 October 2002,Wales,D
67704,Christos Tzolis,30 January 2002,Greece,F
114957,Deniz Undav,19 July 1996,Germany,F
37931,Joel Valencia,16 November 1994,Ecuador,F
99280,Mikki van Sas,29 February 2004,Netherlands,G
5782,Raphaël Varane,25 April 1993,France,D
98263,Sam Waller,9 September 2003,England,G
51545,Wanya Marçal,19 October 2002,Portugal,M
20261,Wout Weghorst,7 August 1992,Netherlands,F
107826,Jack Wells-Morrison,18 February 2004,England,M
69653,Charlie Whitaker,16 September 2003,England,M
70133,Dylan Williams,13 September 2003,England,D
48690,Josh Wilson-Esbrand,26 December 2002,England,D
117497,Yoane Wissa,3 September 1996,DR Congo,M
51563,Max Woltman,20 August 2003,England,F
78211,Yan Couto,3 June 2002,Brazil,D
51226,Nathan Young-Coombes,15 January 2003,England,F
64074,Jan Zamburek,13 February 2001,Czech Republic,M
70136,Zidane Iqbal,27 April 2003,Iraq,M
42709,Philip Zinckernagel,16 December 1994,Denmark,M
117754,Zach Abbott,13 May 2006,England,D
51536,Terry Ablade,12 October 2001,Finland,F
42894,Tyler Adams,14 February 1999,United States,M
121127,Joshua Addae,23 July 2003,England,D
126317,Simon Adingra,1 January 2002,Cote D’Ivoire,F
114666,Adler Nascimento,25 November 2004,Portugal,F
128023,Daniel Adu-Adjei,21 June 2005,England,F
108628,Nayef Aguerd,30 March 1996,Morocco,D
134486,Brandon Aguilera,28 June 2003,Costa Rica,M
68086,Naouirou Ahamada,29 March 2002,France,M
15656,Manuel Akanji,19 July 1995,Switzerland,D
107825,Victor Akinwale,6 August 2004,England,F
133612,Carlos Alcaraz,30 November 2002,Argentina,M
78259,Charlie Allen,22 November 2003,Northern Ireland,F
111022,Max Alleyne,21 July 2005,England,D
118447,Sam Amo-Ameyaw,18 July 2006,England,F
133245,Andrey Santos,3 May 2004,Brazil,M
50460,Jaidon Anthony,1 December 1999,England,F
75381,Antony,24 February 2000,Brazil,F
49496,Paul Appiah,13 October 2002,England,M
13956,Joe Aribo,21 July 1996,Nigeria,M
43513,Arthur,12 August 1996,Brazil,M
12303,Ludwig Augustinsson,21 April 1994,Sweden,D
134333,Yasin Ayari,6 October 2003,Sweden,M
112078,Baba Fernandes,7 March 2000,Guinea-Bissau,D
75062,Fin Back,25 September 2002,England,D
75686,Loïc Badé,11 April 2000,France,D
53612,Benoît Badiashile,26 March 2001,France,D
114296,Stefan Bajcetic,22 October 2004,Spain,M
112674,Dom Ballard,1 April 2005,England,F
127820,Kofi Balmer,19 September 2000,Northern Ireland,D
14716,Harvey Barnes,9 December 1997,England,M
107827,Ryan Bartley,18 November 2003,England,D
113713,Eddie Beach,9 October 2003,Wales,G
108325,Armel Bella-Kotchap,11 December 2001,Germany,D
107833,Rhys Bennett,30 October 2003,England,D
9651,Dan Bentley,13 July 1993,England,G
23697,Di'Shon Bernard,14 October 2000,Jamaica,D
117800,Owen Bevan,26 October 2003,Wales,D
54000,Giulian Biancone,31 March 2000,France,D
49908,Sven Botman,12 January 2000,Netherlands,D
21991,Josh Bowler,5 March 1999,England,F
63289,Brenden Aaronson,22 October 2000,United States,M
33347,Josh Brooking,1 September 2002,England,D
133430,Facundo Buonanotte,23 December 2004,Argentina,M
117974,Mason Burstow,4 August 2003,England,F
51479,Nathan Butler-Oyedeji,4 January 2003,England,F
107898,Maliq Cadogan,25 February 2004,England,M
7602,Cafú,26 February 1993,Portugal,M
12314,Duje Caleta-Car,17 September 1996,Croatia,D
51519,Thomas Cannon,28 December 2002,Ireland,F
72540,Cardo Siddik,21 September 2002,Iraq,D
74608,Carlos Forbs,19 March 2004,Portugal,F
75212,Cesare Casadei,10 January 2003,Italy,M
5793,Casemiro,23 February 1992,Brazil,M
109714,Kaelan Casey,28 October 2004,England,D
92714,Jeremiah Chilokoa-Mullen,17 June 2004,Scotland,D
15572,Ryan Christie,22 February 1995,Scotland,M
92719,Harry Christy,31 October 2003,England,G
66366,Catalin Cîrjan,1 December 2002,Romania,M
67213,Bobby Clark,7 February 2005,England,M
109711,Regan Clayton,11 November 2004,England,D
51229,Levi Colwill,26 February 2003,England,D
10766,Lewis Cook,3 February 1997,England,M
51566,Dominic Corness,5 May 2003,England,M
98295,Brandon Cover,25 September 2003,Jamaica,M
114135,Amario Cozier-Duberry,29 May 2005,England,M
128889,Tristan Crama,8 November 2001,France,D
31642,Billy Crellin,30 June 2000,England,G
51524,Luciano D'Auria-Henry,11 November 2002,England,D
129835,Michael Dacosta,5 March 2005,Spain,F
49731,Mikkel Damsgaard,3 July 2000,Denmark,M
112510,Danilo,29 April 2001,Brazil,M
112581,David Datro Fofana,22 December 2002,Cote D’Ivoire,F
117515,James Debayo,11 July 2005,England,D
22561,Siriki Dembélé,7 September 1996,Scotland,M
107806,Matt Dibley-Dias,29 October 2003,New Zealand,M
117743,Will Dickson,25 November 2004,England,F
12994,Diego Carlos,15 March 1993,Brazil,D
134470,Diogo Monteiro,28 January 2005,Portugal,D
121972,Ben Doak,11 November 2005,Scotland,F
92626,Jamie Donley,3 January 2005,Northern Ireland,F
115443,Aaron Donnelly,8 June 2003,Northern Ireland,D
114273,Alfie Dorrington,20 April 2005,England,D
126670,Cheick Doucouré,8 January 2000,Mali,M
14383,Flynn Downes,20 January 1999,England,M
134048,Jhon Durán,13 December 2003,Colombia,F
49485,Malcolm Ebiowei,4 September 2003,England,F
74603,Khayon Edwards,12 September 2003,Jamaica,F
51228,Ben Elliott,5 November 2002,Cameroon,M
66527,Noam Emeran,24 September 2002,France,F
125827,Julio Enciso,23 January 2004,Paraguay,M
31904,Pervis Estupiñán,21 January 1998,Ecuador,D
67631,Fábio Vieira,30 May 2000,Portugal,M
20566,Wout Faes,3 April 1998,Belgium,D
20130,Felipe,16 May 1989,Brazil,D
98277,Billy Fewster,31 July 2003,England,M
98298,Taylor Foran,14 October 2003,England,D
92631,Michael Forbes,29 April 2004,Northern Ireland,D
23692,Tyrese Fornah,11 September 1999,Sierra Leone,M
128007,Chris Francis,15 November 2002,England,D
117564,Tyler Fredricson,23 February 2005,England,D
22624,Remo Freuler,15 April 1992,Switzerland,M
32894,Cody Gakpo,7 May 1999,Netherlands,F
117447,Tomas Galvez,28 January 2005,Finland,D
51614,Alexander Gibson-Hammond,10 November 2002,England,F
120033,Tarik Gidaree,8 May 2003,England,D
98288,Alfie Gilchrist,28 November 2003,England,D
50466,Ryan Glover,9 November 2000,England,M
68676,Wilfried Gnonto,5 November 2003,Italy,F
124083,Martial Godo,14 March 2003,England,F
11130,Gonçalo Guedes,29 November 1996,Portugal,F
107823,Owen Goodman,27 November 2003,England,G
112653,Daniel Gore,26 September 2004,England,M
26974,Hubert Graczyk,28 February 2003,Poland,G
55968,Ben Greenwood,20 February 2003,Ireland,D
127627,Seán Grehan,8 January 2004,Ireland,D
65796,Harvey Griffiths,22 September 2003,England,M
32478,Gustavo Scarpa,5 January 1994,Brazil,M
68827,Malo Gusto,19 May 2003,France,D
64461,Darko Gyabi,18 February 2004,England,M
65970,Erling Haaland,21 July 2000,Norway,F
112079,Oli Hammond,13 November 2002,Wales,M
107834,Isak Hansen-Aaröen,22 August 2004,Norway,M
25296,Riley Harbottle,26 September 2000,England,D
107809,Luke Harris,4 March 2005,Wales,M
65781,Krisztián Hegyi,24 September 2002,Hungary,G
115166,Aaron Hickey,10 June 2002,Scotland,D
51942,James Hill,10 January 2002,England,D
112096,Jack Hinchy,30 January 2003,England,M
112739,Jack Hinshelwood,11 April 2005,England,M
49269,Joe Hodge,14 September 2002,Ireland,M
15948,Ethan Horvath,9 June 1995,United States,G
51498,Bashir Humphreys,15 March 2003,England,D
71618,Hwang Ui-Jo,28 August 1992,South Korea,F
114132,Bradley Ibrahim,21 October 2004,England,M
11037,Nicolas Ioannou,10 November 1995,Cyprus,D
21737,Alexander Isak,21 September 1999,Sweden,F
7887,Jamal Lowe,21 July 1994,Jamaica,F
50856,João Félix,10 November 1999,Portugal,F
133679,João Gomes,12 February 2001,Brazil,M
19858,João Palhinha,9 July 1995,Portugal,M
49374,Brennan Johnson,23 May 2001,Wales,F
122133,Mateo Joseph,19 October 2003,Spain,F
109722,Marc Jurado,13 April 2004,Spain,D
108319,Sasa Kalajdzic,7 July 1997,Austria,F
25067,Boubacar Kamara,23 November 1999,France,M
112652,Jadel Katongo,14 September 2004,England,D
126957,Josh Keeley,17 May 2003,Ireland,G
11189,Thilo Kehrer,21 September 1996,Germany,D
128022,Max Kinsey,2 February 2005,England,D
109478,Jakub Kiwior,15 February 2000,Poland,D
52953,Ben Knight,14 June 2002,England,F
6709,Kalidou Koulibaly,20 June 1991,Senegal,D
15702,Rasmus Kristensen,11 July 1997,Denmark,D
123722,Victor Kristiansen,16 December 2002,Denmark,D
125185,Garang Kuol,15 September 2004,Australia,D
11248,Layvin Kurzawa,4 September 1992,France,D
49482,Levi Laing,12 April 2003,England,D
119462,Will Lankshear,20 April 2005,England,F
107842,Juan Larios,12 January 2004,Spain,D
54810,Richie Laryea,7 January 1995,Canada,D
123421,Nico Lawrence,22 November 2003,England,D
21647,Clément Lenglet,17 June 1995,France,D
99281,Rico Lewis,21 November 2004,England,D
24369,Keane Lewis-Potter,22 February 2001,England,F
114564,Myles Lewis-Skelly,26 September 2006,England,M
15862,Mateusz Lis,27 February 1997,Poland,G
3206,Shane Long,22 January 1987,Ireland,F
55776,Lucas Paquetá,27 August 1997,Brazil,M
133431,Luizão,8 March 2002,Brazil,D
16044,Sasa Lukic,13 August 1996,Serbia,M
67407,Noni Madueke,10 March 2002,England,F
108936,Kobbie Mainoo,19 April 2005,England,M
23581,Tyrell Malacia,17 August 1999,Netherlands,D
49738,Orel Mangala,18 March 1998,Belgium,M
127416,Sékou Mara,30 July 2002,France,F
125826,Marquinhos,7 April 2003,Brazil,F
51202,Matheus Cunha,27 May 1999,Brazil,F
76204,Matheus Nunes,27 August 1998,Portugal,M
75097,Mauro Bandeira,18 November 2003,Portugal,M
4706,Kevin Mbabu,19 April 1995,Switzerland,D
50849,Loïc Mbe Soh,13 June 2001,France,D
66223,Sean McAllister,15 September 2002,Northern Ireland,M
33174,Connor McAvoy,16 February 2002,Scotland,D
4573,Alex McCarthy,3 December 1989,England,G
24636,Rowan McDonald,20 October 2001,England,M
127600,Callum McFarlane,8 September 2003,England,F
107869,Scott McKenna,12 November 1996,Scotland,D
22740,Weston McKennie,28 August 1998,United States,M
63842,Charlie McNeill,9 September 2003,England,F
51736,Alex Mighten,11 April 2002,England,F
117647,Lewis Miley,1 May 2006,England,M
81544,Amari Miller,4 November 2002,England,F
78258,Stanley Mills,25 October 2003,England,M
49480,Zane Monlouis,16 October 2003,Jamaica,D
107828,Fionn Mooney,12 October 2003,England,M
10076,Kieffer Moore,8 August 1992,Wales,F
37221,Álex Moreno,8 June 1993,Spain,D
118071,Jimmy-Jay Morgan,21 January 2006,England,F
114054,Nathan Moriah-Welsh,18 March 2002,Guyana,M
107881,Malik Mothersille,23 October 2003,Jamaica,F
109134,Fabian Mrozek,28 September 2003,Poland,G
70143,Divin Mubama,25 October 2004,England,F
53991,Mykhailo Mudryk,5 January 2001,Ukraine,M
51622,Marqes Muir,21 September 2002,England,D
108935,Sam Murray,25 September 2004,England,D
107894,Mateusz Musialowski,16 October 2003,Poland,M
11299,Keylor Navas,15 December 1986,Costa Rica,G
6593,Neto,19 July 1989,Brazil,G
50862,Moussa Niakhaté,8 March 1996,Senegal,D
70287,Darwin Núñez,24 June 1999,Uruguay,F
74758,Nuno da Costa,10 February 1991,Cape Verde,F
114566,Ethan Nwaneri,21 March 2007,England,M
112589,Jake O'Brien,15 May 2001,Ireland,D
51528,Ollie O'Neill,8 January 2003,Ireland,M
117997,Braian Ojeda,27 June 2000,Paraguay,M
120035,Ferdinand Okoh,3 June 2004,England,M
112702,Ademola Ola-Adebomi,3 September 2003,England,F
72453,Michael Olakigbe,25 April 2004,England,F
72542,David Omilabu,27 September 2002,England,M
108096,Amadou Onana,16 August 2001,Belgium,M
15713,Paul Onuachu,28 May 1994,Nigeria,F
109713,Lewis Orford,18 February 2006,England,M
51999,Mislav Orsic,29 December 1992,Croatia,F
47133,Stefan Ortega,6 November 1992,Germany,G
115450,Esapa Osong,21 September 2004,England,F
133890,Dango Ouattara,11 February 2002,Burkina Faso,F
112654,Maxi Oyedele,7 November 2004,Poland,M
112701,David Ozoh,6 May 2005,England,M
51527,Adrion Pajaziti,16 November 2002,Albania,M
21885,Jonathan Panzo,25 October 2000,England,D
64071,Stefan Parkes,28 March 2004,England,D
114058,Travis Patterson,6 October 2005,England,D
69514,Lewis Payne,30 May 2004,England,D
10566,Ben Pearson,4 January 1995,England,M
12901,Ivan Perisic,2 February 1989,Croatia,F
122772,Máximo Perrone,7 January 2003,Argentina,M
92610,Cameron Peupion,23 September 2002,Australia,M
64265,Cameron Plain,24 September 2001,England,G
117802,Euan Pollock,3 October 2002,England,F
78244,Daniel Quick,9 September 2002,England,D
51506,Seb Quirk,5 December 2001,England,M
125829,Calvin Ramsay,31 July 2003,Scotland,D
49503,Dion Rankine,15 October 2002,England,M
111021,Jadan Raymond,15 October 2003,Wales,M
65999,Renan Lodi,8 April 1998,Brazil,D
117563,Charlie Robinson,19 September 2004,England,D
51603,Max Robson,17 October 2002,England,M
22656,Marc Roca,26 November 1996,Spain,M
112449,Kaden Rodney,7 October 2004,England,M
117763,Rodrigo Muniz,4 May 2001,Brazil,F
11300,James Rodríguez,12 July 1991,Colombia,M
66635,Cristian Romero,27 April 1998,Argentina,D
24032,Zeno Rossi,28 October 2000,England,D
10580,Joe Rothwell,11 January 1995,England,M
51830,Georginio Rutter,20 April 2002,France,F
7316,Marcel Sabitzer,17 March 1994,Austria,M
118436,Dominic Sadi,2 September 2003,England,F
108926,Charles Sagoe Jr,24 July 2004,England,F
5565,Brice Samba,25 April 1994,France,G
120306,Lakyle Samuel,6 May 2006,England,D
48290,Imari Samuels,5 February 2003,England,D
117600,Ishé Samuels-Smith,5 June 2006,England,D
68588,Yago Santiago,15 April 2003,Spain,F
19814,Pablo Sarabia,11 May 1992,Spain,M
118361,Charlie Sayers,29 March 2004,England,D
11434,Gianluca Scamacca,1 January 1999,Italy,F
117579,Ollie Scarles,12 December 2005,England,D
127594,Kevin Schade,27 November 2001,Germany,M
76617,Kristian Sekularac,7 December 2003,Switzerland,M
25474,Antoine Semenyo,7 January 2000,Ghana,F
54989,Marcos Senesi,10 May 1997,Argentina,D
49370,George Shelvey,22 April 2001,England,G
111020,Joe Sheridan,10 December 2003,England,D
50498,Luis Sinisterra,17 June 1999,Colombia,F
64328,Gabriel Slonina,15 May 2004,United States,G
130259,Joe Snowdon,14 February 2004,England,M
62934,Manor Solomon,24 July 1999,Israel,F
98315,Lino Sousa,19 January 2005,England,D
23764,Djed Spence,9 August 2000,England,D
4612,Jack Stephens,27 January 1994,England,D
6767,Thomas Strakosha,19 March 1995,Albania,G
123910,Kamaldeen Sulemana,15 February 2002,Ghana,M
69673,Will Swan,26 October 2000,England,F
14846,Marcus Tavernier,22 March 1999,England,M
10315,Lyle Taylor,29 March 1990,Montserrat,F
23796,Luke Thomas,10 June 2001,England,D
11348,Tobias Figueiredo,2 February 1994,Portugal,D
10933,Harry Toffolo,19 August 1995,England,D
128264,Ryan Trevitt,12 March 2003,England,M
54760,Matt Turner,24 June 1994,United States,G
126824,Destiny Udogie,28 November 2002,Italy,D
76881,Dani van den Heuvel,28 May 2003,Netherlands,G
115429,Matthew Vigor,8 March 2004,England,M
63208,Matías Viña,9 November 1997,Uruguay,D
107831,Radek Vítek,24 October 2003,Czech Republic,G
120036,Jack Wadham,25 February 2003,England,M
35779,Ethan Wady,23 January 2002,United States,G
114130,Reuell Walters,16 December 2004,England,D
51518,Lewis Warrington,10 October 2002,England,M
69592,Noah Watson,5 May 2003,England,D
51583,Charlie Wellens,5 December 2002,England,M
107822,Joe Whitworth,29 February 2004,England,G
25279,George Wickens,8 November 2001,England,G
123566,Keehan Willows,1 October 2005,England,G
112741,Thomas Wilson-Brown,5 October 2004,England,D
16130,Max Wöber,4 February 1998,Austria,D
98294,Joe Wormleighton,30 December 2003,England,D
13622,Joe Worrall,10 January 1997,England,D
69397,James Wright,2 December 2004,England,G
128891,Yehor Yarmoliuk,1 March 2004,Ukraine,M
130683,Yegor Yarmolyuk,1 March 2004,Ukraine,M
14238,Ryan Yates,21 November 1997,England,M
67546,Illia Zabarnyi,1 September 2002,Ukraine,D
20268,Denis Zakaria,20 November 1996,Switzerland,M
125075,Josh Acheampong,5 May 2006,England,D
14685,Elijah Adebayo,7 January 1998,England,F
108693,Valintino Adedokun,14 February 2003,Ireland,D
134487,Enock Agyei,13 January 2005,Belgium,F
20855,Anel Ahmedhodzic,26 March 1999,Bosnia & Herzegovina,D
116827,Ameen Al Dakhil,6 March 2002,Belgium,D
117565,Sonny Aljofree,19 December 2004,England,D
115157,Allan Campbell,4 July 1998,Scotland,M
127741,Josh Allen,21 December 2003,England,F
133503,Harry Amass,16 March 2007,England,D
128449,Zeki Amdouni,4 December 2000,Switzerland,F
128364,Samuel Amissah,7 March 2007,England,D
22744,Sofyan Amrabat,21 August 1996,Morocco,M
136833,Ângelo,21 December 2004,Brazil,F
119457,Oliver Arblaster,5 May 2004,England,M
138109,Benjamin Arthur,9 October 2005,England,D
74963,Lorenz Assignon,22 June 2000,France,D
119277,Noël Atom,5 January 2005,Germany,D
62917,Benicio Baker-Boaitey,9 January 2004,England,M
